SciName,Taxon,Vil_Code,sell,use,food,medicine,No_HH,Unit,Qty_p_HH,Qty,Income_USD,Forest,Riparian,bamboo,bush_fallow,upland_field,others
Auricularia polytricha,Mushroom/Funghi,609071,0,0,1,0,50,????,5,250,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609074,0,0,1,0,172,????,2,344,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609075,0,0,1,0,44,NA,0,0,0,0,0,0,0,0,1
Auricularia polytricha,Mushroom/Funghi,609076,0,0,1,0,42,????,2,84,105,1,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609077,0,0,1,0,68,????,5,340,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609078,0,0,1,0,43,????,2,86,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609080,0,0,1,0,15,????,1,15,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609081,0,0,1,0,76,????,3,228,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609082,0,0,1,1,56,????,2,112,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609083,0,0,1,0,84,????,2,168,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609085,0,0,1,0,103,????,5,515,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609087,0,0,1,0,64,????,3,192,0,1,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609087,0,0,1,0,64,????,3,192,0,1,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609090,0,0,1,0,,NA,0,0,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609092,1,0,1,0,10,????,10,100,125,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609092,1,0,1,0,10,????,10,100,62.5,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609093,1,0,1,0,130,????,3,390,97.5,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609093,1,0,1,0,130,????,1,130,325,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609094,0,0,1,0,62,????,5,310,0,1,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609095,0,0,1,0,62,????,20,1240,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,609096,0,0,1,0,22,????,5,110,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609097,0,0,1,0,48,????,5,240,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609097,0,0,1,0,48,????,3,144,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609098,1,0,1,0,20,????,5,100,100,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609098,1,0,1,0,5,????,7,35,65.625,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,609999,0,0,1,0,3,????,0.5,1.5,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,906001,0,0,1,0,170,????,2,340,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,906002,0,0,1,0,121,????,5,605,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,906002,1,0,1,0,173,????,2,346,865,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,906003,0,0,1,0,80,????,1,80,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,906003,0,0,1,0,60,????,5,300,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,906009,0,0,1,0,90,????,1,90,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,906012,1,0,0,0,,NA,3.5,0,0,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,906029,0,0,1,0,50,????,3,150,93.75,1,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,906030,1,0,0,1,83,????,60,4980,12450,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,906038,0,0,1,0,45,????,2,90,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,605095,0,0,1,0,52,????,5,260,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,605040,1,0,1,0,65,????,5,325,162.5,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,605093,0,0,1,0,53,????,3,159,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,605066,1,0,1,0,30,NA,3,90,56.25,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605067,0,0,1,0,221,NA,20,4420,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605165,0,0,1,0,60,????,5,0,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,603018,0,1,1,0,96,????,5,480,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,603021,0,0,1,0,100,????,5,0,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,611024,0,1,1,0,46,????,1,46,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,611058,0,0,1,0,30,????,2,60,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,611055,0,0,1,0,48,????,1,51,31.875,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,612007,0,1,1,0,50,????,1,0,0,0,0,0,0,0,1
Auricularia polytricha,Mushroom/Funghi,612998,0,0,1,0,13,????,15,195,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,612004,0,0,1,0,63,????,3,189,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,612010,0,0,1,0,10,????,1,10,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,612031,0,0,1,0,58,????,3,174,0,0,0,0,0,1,0
Auricularia polytricha,Mushroom/Funghi,612999,0,0,1,0,54,????,1,54,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,612011,0,0,1,0,140,????,0,0,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,612011,0,0,1,0,140,NA,0,0,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,612029,0,0,0,0,,NA,0,0,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,612001,0,0,1,0,40,????,1,40,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,612023,0,0,1,0,64,????,3,192,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,704077,0,0,1,0,30,????,3,90,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,704076,0,0,1,0,31,????,1,31,19.375,0,0,0,0,1,0
Auricularia polytricha,Mushroom/Funghi,708057,1,0,1,0,40,????,4,160,200,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,708068,0,0,1,0,45,????,0,0,0,1,1,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,708090,0,0,1,0,38,????,2,76,19,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,708059,1,0,1,0,73,????,10,730,912.5,0,0,0,0,0,1
Auricularia polytricha,Mushroom/Funghi,708065,1,0,1,0,43,????,2,86,32.25,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,708058,1,1,1,0,58,????,5,290,217.5,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,708054,0,0,1,0,31,????,2,62,0,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,708055,1,0,1,0,45,????,10,450,281.25,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,708998,1,0,1,0,46,????,5,230,43.125,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,605092,0,0,1,0,35,????,20,700,0,0,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,1702020,0,1,1,0,186,????,3,558,1743.75,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,1105160,0,0,0,0,57,????,2,114,35.625,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,1105116,0,0,0,0,60,????,8,480,2400,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,1105119,0,0,0,0,391,????,2,782,244.375,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,1105117,0,0,0,0,158,????,1,158,197.5,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,907052,1,1,1,0,50,kg,2,100,62.5,1,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,907054,0,1,1,0,30,kg,1,30,0,1,0,0,1,0,0
Auricularia polytricha,Mushroom/Funghi,907041,0,0,1,0,40,kg,2,80,0,1,0,1,0,0,0
Auricularia polytricha,Mushroom/Funghi,904995,1,0,1,0,20,kg,5,100,62.5,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,904039,1,0,1,0,49,kg,2,98,245,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,904041,1,0,0,0,79,kg,1,79,0,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,902072,1,0,1,0,41,NA,3,123,615,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,902116,0,0,1,0,76,kg,2,152,0,1,0,1,0,0,0
Auricularia polytricha,Mushroom/Funghi,902073,1,0,1,0,48,kg,5,240,240,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,902067,1,0,1,0,65,kg,5,325,325,1,0,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,902068,1,0,0,0,30,kg,2,60,7.5,1,1,1,0,0,1
Auricularia polytricha,Mushroom/Funghi,902068,0,0,1,0,83,kg,5,415,0,1,0,1,1,0,0
Auricularia polytricha,Mushroom/Funghi,207025,1,0,1,0,70,kg,10,700,2187.5,1,0,1,0,0,0
Auricularia polytricha,Mushroom/Funghi,608061,1,0,1,0,49,????,2,98,12.25,1,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605058,1,0,1,0,112,kg,4,448,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605053,1,0,1,0,100,NA,2,200,250,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605057,0,1,0,0,132,kg,5,660,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605056,1,0,1,0,74,kg,1,74,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605047,1,0,1,0,246,kg,25,6150,7687.5,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605045,1,0,1,0,188,kg,5,940,352.5,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605034,0,0,1,0,59,kg,1,59,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605046,0,0,1,0,132,kg,3,396,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1407044,0,0,1,0,114,kg,2,228,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1407045,0,0,1,0,22,kg,3,66,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,701137,0,0,1,0,5,NA,3,15,9.375,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,701138,0,0,1,0,3,kg,5,15,11.25,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,701142,1,0,1,0,110,kg,2,220,0.275,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,703087,0,0,1,0,99,kg,2,198,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,703096,0,0,0,0,45,kg,1,45,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,703061,1,0,1,0,50,kg,5,250,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,701038,1,0,1,0,73,kg,5,365,1825,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501015,0,0,1,0,75,????,10,750,375,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501016,0,0,1,0,137,????,8,1096,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501016,0,0,1,0,137,????,8,1096,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501017,0,0,1,0,85,????,2,170,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501017,0,0,1,0,85,????,2,170,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501043,1,0,1,0,110,????,6,660,330,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501043,0,0,1,0,110,????,4,440,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501044,0,0,1,0,116,????,3,348,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1501044,0,0,1,0,116,????,4,464,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1309013,1,0,1,0,30,kg,30,900,2025,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,1309112,1,0,1,0,40,kg,40,1600,4000,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,707005,1,0,1,0,61,kg,0.5,30.5,114.375,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605031,0,0,1,0,79,Kg,2,158,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605015,0,0,1,0,42,Kg,1,42,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605024,1,0,1,0,140,Kg,3,420,262.5,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605025,0,0,1,0,152,Kg,5,760,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605021,0,0,1,0,127,Kg,1,127,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605012,0,0,1,0,68,Kg,10,680,0,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605023,1,0,1,0,104,Kg,5,520,325,0,0,0,0,0,0
Auricularia polytricha,Mushroom/Funghi,605002,0,0,1,0,58,Kg,2,116,0,0,0,0,0,0,0
Auricularia nigricans,Mushroom/Funghi,906018,0,0,1,0,108,????,2,216,0,1,0,0,0,0,0
Auricularia nigricans,Mushroom/Funghi,1407027,0,0,1,0,100,kg,1,100,0,0,0,0,0,0,0
Auricularia nigricans,Mushroom/Funghi,703060,0,1,0,0,56,kg,3,168,0,0,0,0,0,0,0
Auricularia auricular,Mushroom/Funghi,906018,0,0,1,0,30,????,5,150,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,608011,1,0,1,0,10,????,2,20,7.5,0,0,1,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,608063,0,0,1,0,50,????,1,50,0,0,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,609001,0,0,1,0,55,????,2,110,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609006,1,0,1,0,50,????,10,500,1250,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609007,0,0,1,0,92,NA,0,0,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609010,1,0,1,0,93,????,20,1860,6975,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609012,1,0,1,0,123,????,0.3,36.9,138.375,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609014,0,0,0,0,34,????,5,170,106.25,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609015,0,0,0,0,,????,0,0,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609017,0,0,1,0,36,????,5,180,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609019,1,0,1,0,85,????,3,255,956.25,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609020,1,0,1,0,10,????,5,50,187.5,1,0,0,0,0,1
Astraeus hygrometricus,Mushroom/Funghi,609021,1,0,1,0,31,????,5,155,581.25,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609022,0,0,1,0,10,????,3,30,112.5,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609023,0,0,1,0,5,????,1,5,0,1,0,0,0,0,1
Astraeus hygrometricus,Mushroom/Funghi,609024,1,0,1,0,20,????,30,600,2250,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609026,1,0,1,0,10,????,2,20,62.5,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609029,0,0,1,0,5,????,0,0,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609030,1,0,1,0,20,????,3,60,37.5,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609031,1,0,1,0,62,????,10,620,2325,1,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,609032,1,0,1,0,20,????,2,40,175,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609036,0,0,1,0,97,????,3,291,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609038,1,0,1,0,66,????,5,330,1237.5,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609039,1,0,1,0,30,????,5,150,562.5,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609040,1,0,1,0,48,????,2,96,156,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609041,0,0,1,0,34,????,1,34,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609043,1,0,1,0,71,????,1,71,266.25,1,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,609044,1,0,1,0,15,????,3,45,84.375,0,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,609046,1,0,1,0,62,????,2,124,542.5,1,0,0,0,0,1
Astraeus hygrometricus,Mushroom/Funghi,609047,1,0,1,0,50,????,5,250,2500,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609047,0,0,1,0,30,????,3,90,0,1,0,0,0,0,1
Astraeus hygrometricus,Mushroom/Funghi,609049,1,0,1,0,10,????,10,100,625,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609050,1,0,1,0,10,????,3,30,187.5,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609051,0,0,1,0,6,????,2,12,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609053,1,0,1,0,156,NA,0,0,0,1,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,609055,1,0,1,0,72,????,10,720,2700,1,0,0,0,0,1
Astraeus hygrometricus,Mushroom/Funghi,609056,1,0,0,0,72,????,1,72,135,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609058,0,0,1,0,75,NA,0,0,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609060,0,0,1,0,130,????,0.5,65,243.75,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609061,1,0,1,0,230,????,10,2300,8625,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609064,1,0,1,0,5,????,3,15,28.125,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609066,1,0,1,0,66,????,10,660,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609067,1,0,1,0,40,????,2,80,300,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609068,0,0,1,0,40,????,3,120,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609069,0,0,1,0,54,????,2,108,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609071,1,0,1,0,50,????,20,1000,2500,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609074,1,0,1,0,172,????,5,860,3225,0,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,609075,0,0,1,0,44,????,50,2200,5500,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609076,1,0,1,0,42,????,5,210,525,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609077,1,0,1,0,8,????,5,40,50,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609080,1,0,1,0,92,????,2,184,690,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609081,0,0,1,0,5,????,1,5,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609082,0,0,1,0,10,????,1,10,0,0,1,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,609083,1,0,1,0,84,????,10,840,1050,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609085,0,0,1,0,103,????,5,515,0,0,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,609092,1,0,1,0,10,????,10,100,125,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609093,1,0,1,0,130,????,5,650,2437.5,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609097,0,0,1,0,48,????,10,480,0,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609098,1,0,1,0,25,????,10,250,781.25,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,609099,1,0,1,0,20,????,5,100,250,1,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,605095,0,0,1,0,52,????,10,520,0,0,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,612003,0,0,1,0,27,????,3,81,0,0,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,612029,0,0,0,0,,NA,0,0,0,0,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,612001,0,0,0,0,,NA,0,0,0,0,0,0,1,0,0
Astraeus hygrometricus,Mushroom/Funghi,1702018,0,0,1,0,168,????,8,1344,3360,1,0,1,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1702020,1,1,1,0,186,????,5,930,6975,1,0,1,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1702019,1,0,1,0,148,????,20,2960,29600,1,0,1,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1407044,0,0,1,0,10,kg,2,20,0,0,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1501015,0,0,1,0,75,????,2,150,937.5,0,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1501016,1,0,1,0,95,????,25,2375,8906.25,0,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1501043,1,0,1,0,110,????,15,1650,4125,0,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1501044,1,0,1,0,116,????,5,580,3625,0,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1501044,1,0,1,0,116,????,5,580,3625,0,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1309013,1,0,1,0,60,kg,50,3000,13125,0,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1309112,1,0,1,0,100,kg,90,9000,33750,0,0,0,0,0,0
Astraeus hygrometricus,Mushroom/Funghi,1309091,1,0,1,0,20,kg,10,200,500,0,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,608013,0,0,1,0,217,????,2,434,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,608040,0,0,1,0,10,????,5,50,0,0,0,0,0,0,1
Amanita sp.,Mushroom/Funghi,608063,0,0,1,0,50,????,1,50,0,0,0,0,1,0,0
Amanita sp.,Mushroom/Funghi,608091,0,0,0,0,,NA,0,0,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609009,0,0,1,0,32,????,10,320,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609022,0,0,1,0,94,????,3,282,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609024,1,0,1,0,92,????,10,920,575,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609026,0,0,1,0,38,????,0.5,19,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609030,0,0,1,0,20,????,1,20,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609032,1,0,1,0,113,????,5,565,706.25,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609039,0,0,1,0,30,NA,0,0,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609040,0,0,1,0,5,????,0.1,0.5,0,0,0,1,0,0,0
Amanita sp.,Mushroom/Funghi,609041,0,0,1,0,34,????,2,68,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609043,0,0,1,0,71,NA,0,0,0,1,0,0,1,0,0
Amanita sp.,Mushroom/Funghi,609046,1,0,1,0,62,????,50,3100,7750,1,0,0,0,0,1
Amanita sp.,Mushroom/Funghi,609047,1,0,1,0,50,????,10,500,1875,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609050,1,0,1,0,50,????,10,500,1250,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609051,1,0,1,0,100,????,5,500,1250,1,0,0,1,0,0
Amanita sp.,Mushroom/Funghi,609055,1,0,1,0,72,????,15,1080,2025,1,0,0,0,0,1
Amanita sp.,Mushroom/Funghi,609058,1,0,1,0,50,????,1,50,62.5,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609059,0,0,1,0,77,????,5,385,0,1,0,0,1,0,0
Amanita sp.,Mushroom/Funghi,609060,0,0,1,0,,NA,0,0,0,1,0,0,1,0,0
Amanita sp.,Mushroom/Funghi,609067,1,0,1,0,40,????,20,800,1000,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609071,1,0,1,0,50,????,10,500,625,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609080,0,0,1,0,92,????,5,460,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609083,0,0,1,0,84,????,1,84,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609085,0,0,1,0,103,????,5,515,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609092,0,0,1,0,77,????,10,770,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,609094,0,0,1,0,12,????,10,120,0,1,0,0,0,0,1
Amanita sp.,Mushroom/Funghi,906001,0,0,0,0,170,????,3,510,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,906002,0,0,1,0,173,????,2,346,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,906003,0,0,1,0,60,????,1,60,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,906009,0,0,1,0,20,????,1,20,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,906038,0,0,1,0,45,????,4,180,0,1,0,0,0,0,0
Amanita sp.,Mushroom/Funghi,611024,0,1,1,0,46,????,0.5,23,0,0,0,0,0,0,1
Amanita sp.,Mushroom/Funghi,611055,0,0,1,0,48,????,1,51,19.125,1,0,0,0,0,0
Amanita princes,Mushroom/Funghi,609031,1,0,1,0,62,????,50,3100,7750,1,0,0,0,0,0
Amanita princes,Mushroom/Funghi,609096,0,0,1,0,22,NA,0,0,0,1,0,0,0,0,0
Amanita princes,Mushroom/Funghi,1702020,1,1,1,0,186,????,20,3720,20925,1,0,0,1,0,0
Amanita javanica,Mushroom/Funghi,906019,0,0,1,0,144,????????,5,720,0,1,0,0,0,0,0
Amanita javanica,Mushroom/Funghi,906018,0,0,1,0,108,????,1,108,0,1,0,0,0,0,0
Amanita hemibapha,Mushroom/Funghi,609020,1,0,1,0,77,????,10,770,962.5,1,0,0,0,0,0
Amanita hemibapha,Mushroom/Funghi,609021,0,0,1,0,62,????,1,62,0,1,0,0,0,0,0
Amanita hemibapha,Mushroom/Funghi,609031,1,0,1,0,62,????,10,620,1550,1,0,0,1,0,0
Amanita hemibapha,Mushroom/Funghi,609053,0,0,1,0,156,NA,0,0,0,1,0,0,1,0,0
