ID,NTFP_Cleaned,SpecialNTFP,other lao names,Scientific_Name_Cleaned,Hmong,Khamu,Vil_Code,Type_la_030413,Scientific_Name_030413,Cleaned NTFP type polished round 2,Sounthone _chris 30 March,sell,use,food,medicin,No_HH,Unit,Qty_per_HH,Qty_All,Price_per_Unit,Price_All,Location_gathered_la,Time_Travel,Status_la,Status_en,Status_%,Reason_la,Reason_en,Palm,Palm1,Rattan,Rattan1,Trees,Trees1,Herb,Herb1,Shrubs,Shrubs1,Climber_Vine,Climber_Vine1,Monocot,Monocot1,Fungi,Fungi1,Tuber_limber,Tuber_limber1,Insects,Insects1,Orchid,Orchid1,Mushroom,Mushroom1,Fern,Fern1,Check_Type,Forest_Type_la,Forest_Type_CF,Forest_Type2,not a forest type,not spec'd or classed,forest in general,Dense forest,Dense moist  forest,strem source f,cool moist F,Pah Khok,pine,pine mixed,riverine forest,beside stream,stream,mixed forest,chest nut,Bamboo,Pah Khang (mainly grass'd),grassland,bush fallow gen'l,Old bush fallow,Young bush fallow,upland field,paddy,wet land,Banana forest,termite soil,tree stumps,cliff,clifftop,Other specific nisches,Check_Forest,LastUpdated
8074,??????,,,Centella asiatica (L.) Urb.,,,907041,,,,,,,1,,40,kg,2,80,,0,?????????,20,????,,10,"??????,??????,?????",,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,?????????,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,3,
2636,"??????????????(??????????,???????)",,,Phyllanthus emblica,??????????,?????,609055,???????,Phyllanthus emblica L.,???????,???????,1,0,1,0,4,????,20,80,3000,0,"?????, ??????, ?????????",30,???????,Decrease,20,?????????????????????????,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
8030,???????,,,,,,907049,,,,,,,1,,20,kg,4,80,,0,?????????,20,????,,60,"??????,?????,??????",,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,????????,,,,,1,,,,,1,1,1,,,,,,,1,1,1,1,,,,,,,,,,,8,
3873,?????????,bamboo,,Gigantochloa albociliata,,,609087,?????????,Gigantochloa albociliata Munro & Kurz,?????????,?????????,0,0,1,0,4,????,20,80,,0,???????????,60,????????,Not change,0,??????????,not change,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4260,???????,,,Pseudoclitocybe cyathiformis,??????,,609098,???????,,???????,???????,0,0,1,0,20,????,2,80,,0,?????????,20,???????,Decrease,70,???????????????,not much forest,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
4723,??????,,,Centella asiatica,????????????,??????,906005,??????,Centella asiatica (L.) Urban,??????,??????,0,0,1,1,80,????,1,80,,0,?????????,10,????????,Not change,0,?????????????,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4740,??????,,,Spotaceae sp.,,,906005,??????,,??????,??????,0,0,1,0,80,????,1,80,,0,?????,15,???????,Decrease,20,???????????????????????,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4751,??????,,,Myricaesculenta,,,906005,??????,,??????,??????,1,0,1,0,80,????,1,80,4000,320000,???????????,60,???????,Decrease,20,???????????????????????,,,,,,1,320000,,,,,,,,,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5560,???????,,,Syzygium spp.,??????,,605095,,,,,0,0,1,0,40,????,2,80,,0,??????????????,1,???????,Decrease,50,?????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????,,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4749,????????????,,,,,,906005,????????????,,????????????,????????????,0,0,0,1,80,????,1,80,,0,????????,90,?????????,Increase,10,??????????,use too much,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5806,????????,,,Apis cerana,???????,,605054,,,,,0,0,1,0,40,????,2,80,,0,"???????,???????????",30,???????,Decrease,20,??????????????? ?????????????????????,eat too much,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
5556,???????????,,"?????????????, ????????????, ????????????)",Oroxylum indicum,?????????,,605095,,,,,0,0,1,0,40,????,2,80,,0,"???????????,?????????",10,???????,Decrease,50,???????????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,????????????,,????????????,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
5807,????????,,,Apis sp.,?????,,605054,,,,,0,0,1,0,40,????,2,80,,0,"???????,???????????",30,???????,Decrease,80,??????????????? ?????????????????????,eat too much,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"?????????,?????????",,"?????????,?????????",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
4589,??????????,,,Mangifera sp.,?????????,,906003,??????????,Mangifera sp.,??????????,??????????,0,0,1,0,80,????,1,80,,0,??????,30,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
518,?????,,????????,Keampferia parviflorum,??????,????????,608045,?????,Zingiber sp.,?????,?????,1,0,0,1,8,????,10,80,50000,4000000,?????????,,???????,Decrease,50,??????????????????,sale a lot,,,,,,,,,,,,,1,4000000,,,,,,,,,,,,,1,?????????,?????????,?????????,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,
8079,???????,,,Termitomyces schimperi,,,907041,,,,,,,1,,40,kg,2,80,,0,?????????,30,????,,50,"??????,??????,?????",,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,????????,,,,,1,,,,,1,,1,,,,,,,1,,1,,,,,,,,,,,,5,
1851,?????????,bamboo,,Indosasa sindica,???????,,609036,??????,Indosasa sinica C.D. Chou & C.S.Chao,,??????,0,0,1,0,20,????,4,80,,0,???????,240,???????,Decrease,80,?????????,die,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????????,??????????,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
4741,??????,,,Passiflora edulis,??????,?????????,906005,??????,Passiflora edulis Sims,??????,??????,0,1,1,0,80,????,1,80,,0,??????,60,???????,Decrease,40,????????????,use too much,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,?????????????,????????????,?????????????,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
4814,???????????,,,Croton kongensis,,,906006,???????????,Croton kongensis Gagnepain,???????????,???????????,0,1,0,1,80,????,1,80,,0,???????,20,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
4739,?????,,,Broussonetia papyrifera,,,906005,?????,Broussonetia papyrifera (L.) Ventenat,?????,?????,0,0,1,0,80,????,1,80,,0,?????,20,???????,Decrease,20,???????????????????????,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
9946,?????,,,,,,701142,,,,,,,1,,10,kg,8,80,4000,320000,???? ??????????,120,??????,,0,???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
4567,???????,,,Erianthus arundinaceus,????????,,906003,???????,Erianthus arundinaceus,???????,???????,0,0,1,0,80,????,1,80,,0,??????,30,???????,Decrease,10,?????????????,Clearance,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
5829,??????,taw,,wasp genus/species unknown,??????,??????,605165,,,,,0,0,0,0,4,????,20,80,120000,9600000,"?????????,??????",60,???????,Decrease,70,?????????????????,use of chemical,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"??????, ??????",,"??????, ??????",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4736,??????????,,,,,,906005,??????????,,??????????,??????????,0,0,0,1,80,????,1,80,,0,????????,90,?????????,Increase,10,??????????,use too much,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
3162,???????,,,Pseudoclitocybe cyathiformis,??????,,609068,???????,,???????,???????,0,0,1,0,40,????,2,80,,0,???????,60,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,"?????????, ??????","?????????, ??????","?????????, ?????????",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
5828,???????,taw,,wasp genus/species unknown,????,????????????,605165,,,,,0,0,0,0,4,????,20,80,60000,4800000,"?????????,??????",60,???????,Decrease,70,?????????????????,use of chemical,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"??????, ??????",,"??????, ??????",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7973,??????,,,Centella asiatica,,,907051,,,,,,,1,,40,kg,2,80,,0,"??????,????",20,??????,,10,?????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,??????,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,3,
8078,??????????,,,Auricularia auricular (L.) Underw.,,,907041,,,,,,,1,,40,kg,2,80,,0,?????????,30,????,,50,"??????,??????,?????",,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,????????,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,3,
4802,?????????,,,Phlogacanthus datii,,?????????????,906006,?????????,Phlogacanthus datii R. Ben.,?????????,?????????,0,0,0,1,80,????,1,80,,0,???????,20,?????????,Increase,,??????????,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
3170,???????????,,,Cantharellus sp.,????????,,609068,???????????,Cantharellus sp.,???????????,???????????,1,0,1,0,40,????,2,80,5000,400000,"?????????,?????, ?????",60,???????,Decrease,50,????????????????????????????,,,,,,,,,,,,,,,,,,,,,,,,1,400000,,,1,"??????, ?????????","??????, ?????????","??????, ?????????",,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,2,
3168,???????????,,,Cantharellus sp.,?????????,,609068,???????????,Cantharellus sp.,???????????,???????????,1,0,1,0,40,????,2,80,5000,400000,"?????????,?????, ?????",60,???????,Decrease,50,????????????????????????????,,,,,,,,,,,,,,,,,,,,,,,,1,400000,,,1,"??????, ?????????","??????, ?????????","??????, ?????????",,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,2,
8930,??????????,,,Amomum villosum Lour.,,,902073,,,,,1,,,,40,kg,2,80,60000,4800000,??????????,60,???????,,70,"?????????????????, ?????????????, ???????????",,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,??????,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4215,??????,,,Diplazium esculentum,???????,?????????,609098,??????,Diplazium esculentum (Retx.) Sw..,??????,??????,1,0,1,0,10,????,8,80,4000,0,???????,90,???????,Decrease,70,?????? ??? ??????,eat too much,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
11314,????????,,,,,,605031,,,,,,,1,,79,Kg,1,79,,0,??????,60,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11301,???????,,,,,,605031,,,,,1,,1,,79,Kg,1,79,10000,790000,??????,30,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11312,???????,,,,,,605031,,,,,,,1,,79,Kg,1,79,,0,??????,30,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
8249,????????,,,Auricularia polytricha,,,904041,,,,,1,,,,79,kg,1,79,0,0,??????????????,20,??????,,,????????????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,????????,,,,,1,,,,,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,7,
11325,??????,,,,,,605031,,,,,,,1,,79,Kg,1,79,,0,??????,30,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"???????, ?????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
7928,???????????,,,Ganoderma lucidum (Cutis) P. Karst,,,1105117,,,,,,,,,158,????,0.5,79,50000,3950000,???????,120,????,Decrease,5,???????????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,??????,,,,,1,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,5,
690,??????,,,Castanopsis sp.,??????,,608075,?????,Fagaceae Fam.,??????,?????,1,0,1,0,79,????,1,79,2000,158000,??????????,,???????,Decrease,50,??????????,,,,,,1,158000,,,,,,,,,,,,,,,,,,,,,1,"??????,??????","??????, ??????","??????, ??????",,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
679,??????????,,,Rhus chinensis,???????????,?????????,608075,??????????,Rhus chinensis Miller,??????????,??????????,0,0,1,0,79,????,1,79,,0,???????????????,,????????,Not change,0,??????????????,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????????-???,????????????-???,"?????????????, ????????????",,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,
11336,??????,,,,,,605031,,,,,,,1,,79,Kg,1,79,,0,??????,60,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11334,????????????,,,,,,605031,,,,,,,1,,79,Kg,1,79,,0,??????,30,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11335,?????????????,,,,,,605031,,,,,,,1,,79,Kg,1,79,,0,??????,30,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11337,???????,,,,,,605031,,,,,,,1,,79,Kg,1,79,,0,??????,60,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
672,??????,,,Protium serratum,,,608075,??????,Protium serratum (Wallich & Colebr.) Engler,??????,??????,0,0,1,0,79,????,1,79,,0,?????????,,???????,Decrease,30,???????????????,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,"??????,??????","??????, ??????","??????, ??????",,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
7891,?????????????,,,,,,1105119,,,,,,,,,391,????,0.2,78.2,80,6256,??????????,30,???????,Not change,70,????????????????,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,??????,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
6131,?????????,,,Spilanthes acmella,??????????,,612998,,,,,0,0,1,0,13,????,6,78,,0,??????,120,???????,Not change,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,"??????,????????",,"??????,????????",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
6130,?????,,,Acacia pennata,??????????,,612998,,,,,0,0,1,0,13,????,6,78,,0,??????,120,???????,Not change,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,"??????,????????",,"??????,????????",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7431,???????,,,Cinnamomum aromaticum Nees,,,901003,,,,,1,,1,,39,????,2,78,1000,78000,??????????,60,?????????,Increase,40,??????????,use too much,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????????,,??????????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7389,???????,,,Cinnamomum aromaticum Nees,,,901004,,,,,1,,1,,39,????,2,78,10000,780000,??????????,60,?????????,Increase,40,??????????,use too much,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????????,,??????????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
342,??????,,,Bauhinia variegata,????????,?????????,608038,??????,Bauhinia variegata L.,??????,??????,1,0,1,0,78,????,1,78,500,39000,????????,,????????,Not change,0,,,,,,,1,39000,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,
681,??????,,,Piper interitum,,,608075,??????,Piper aurantiacum Mig.,??????,??????,0,0,1,0,78,????,1,78,,0,???????,,???????,Decrease,50,???????????,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,??????,??????,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
675,?????????,,??????,Oxytenanthera parvifolia,????????,,608075,??????,Oxytenanthera parvifolia Br.,??????,?????????,0,0,1,0,78,????,1,78,,0,?????????????,,????????,Not change,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
674,???????,,,,?????????,,608075,???????,,???????,???????,0,0,1,0,78,????,1,78,,0,?????????,,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,?????????,??????,??????,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,
3917,?????????????,,,Careya herbacea,??????????????,???????????,609092,?????????,Careya herbacea Roxburgh,?????????,?????????,0,0,1,1,77,????,1,77,,0,??????,120,????????,Not change,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7632,???,benzoin,,Styrax tonkinensis,,,605092,,,,,1,,,,7,????,11,77,85000,6545000,?????????,20,??????,Not change,,"??????, ??????????",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,????????????,,????????????,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
3929,??????????,,,Ficus callophylla Blume,,,609092,??????,,??????,??????,0,0,1,1,77,????,1,77,,0,??????,120,????????,Not change,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
3918,????????,,,Vitex sp.,???????,?????????,609092,????????,,????????,????????,0,0,1,1,77,????,1,77,,0,??????,10,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2827,??????????,,,Auricularia polytricha,?????,,609059,??????????,Auricularia polytricha (Montagne) Saccardo,??????????,??????????,0,0,1,0,77,????,1,77,,0,"?????,??????",30,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,????????????????,????????????????,"??????, ??????",,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,2,
3943,?????????????,,,Oroxylum indicum,?????????,?????????,609092,??????????,Oroxylum indicum (L.) Kurz.,??????????,??????????,1,0,1,0,77,????,1,77,10000,770000,??????,5,???????,Decrease,50,???????????????,,,,,,1,770000,,,,,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
8909,???????,,,,,,902116,,,,,1,,1,,76,kg,1,76,50000,3800000,?????,30,???????,,50,???????????,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"????????,???????",,,,,,,,,,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,6,
8908,??????,,,wasp genus/species unknown,,,902116,,,,,1,,1,,76,kg,1,76,50000,3800000,?????,30,???????,,50,???????????,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"????????,???????",,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,
8903,?????????????????,,,Dendrobium chrysanthum Wall. ex Lindl.,,,902116,,,,,1,,,,76,kg,1,76,15000,1140000,?????,30,???????,,90,"????????????????????,?????????????,???????????????",,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,??????,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,3,
8902,????????????????,,,Dendrobium senile E.C.Parish & Rchb.f.,,,902116,,,,,1,,,,76,kg,1,76,15000,1140000,?????,30,???????,,90,"????????????????????,?????????????,???????????????",,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,??????,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,3,
4295,?????,,,Markhamia stipulata,????????,???????,609099,?????,Markhamia stipulata (Wall.) Seem. Ex. K. Schum,?????,?????,0,0,1,0,38,????,2,76,,0,????,60,???????,Decrease,10,"????????, ?????????",,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
8860,?????????,,,,,,902116,,,,,,,1,,76,kg,1,76,,0,?????,30,?????????,,20,?????? ????????????????? ??????? ???????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,"????????,??????",,,,,1,,,,,1,,1,,,,1,1,1,,,,,,,,,,,,,,,6,
4294,?????????????,,,Oroxylum indicum,?????????,?????????,609099,??????????,Oroxylum indicum (L.) Kurz.,??????????,??????????,0,0,1,0,38,????,2,76,,0,????,60,???????,Decrease,10,?????????,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
8861,????????????,,,Russula sp.,,,902116,,,,,,,1,,76,kg,1,76,,0,?????,30,?????????,,40,?????? ????????????????? ??????? ???????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,"????????,??????",,,,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,4,
8865,????????,,,,,,902116,,,,,,,1,,76,kg,1,76,,0,?????,30,???????,,60,"?????????????,??????????????????????????????",,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,??????,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,3,
6673,????????,,,Auricularia polytricha,,,708090,,,,,0,0,1,0,38,????,2,76,2000,152000,?????????,30,????,Decrease,10,?????????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,????????,,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
8867,?????,,,Momordica cochinchinensis (Lour.) Spreng.,,,902116,,,,,,,1,,76,kg,1,76,,0,"????????????,??????",30,???????,,60,"?????????????,?????????????,????????",,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,??????,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,4,
6680,??????,,,Centella asiatica,,,708090,,,,,0,0,1,0,38,????,2,76,1000,76000,??????????,30,??????,Not change,,?????????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,????????????,,????????????,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
8869,?????????,,,Passiflora edulis Sims,,,902116,,,,,,,1,,76,kg,1,76,,0,?????,30,???????,,70,"???????????, ??????, ????????",,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,????????,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,
4474,???????????,,,Russula virescens,??????,,906002,???????????,,???????????,???????????,0,0,1,0,76,????,1,76,,0,?????????,10,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
1625,??????????,,,Tinospora crispa,????????????,,609026,??????????,Tinospora crispa (L.) Hook. F. & Arnott,??????????,??????????,0,1,0,1,38,????,2,76,,0,???????,30,?????????,Increase,20,"???????????, ????????????????",,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
8885,?????????,,,,,,902116,,,,,,,1,,76,kg,1,76,,0,????????????,60,???????,,70,"?????????????,???????",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,2,
8907,?????,,,wasp genus/species unknown,,,902116,,,,,1,,1,,76,kg,1,76,50000,3800000,?????,30,???????,,70,???????????,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"????????,???????",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1636,?????,,,Markhamia stipulata,????????,???????,609026,?????,Markhamia stipulata (Wall.) Seem. Ex. K. Schum,?????,?????,0,0,1,0,38,????,2,76,,0,???????????,90,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,??????????,??????????,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
8906,??????,,,wasp genus/species unknown,,,902116,,,,,1,,1,,76,kg,1,76,50000,3800000,?????,30,???????,,70,???????????,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"????????,???????",,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,
8911,???????,,,Worm of Spondias cytherea,,,902116,,,,,,,1,,76,kg,1,76,,0,?????,30,???????,,50,???????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1637,?????????????,,,Oroxylum indicum,?????????,?????????,609026,??????????,Oroxylum indicum (L.) Kurz.,??????????,??????????,0,0,1,0,38,????,2,76,,0,??????,20,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,??????????,??????????,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
8901,??????????????,,,Dendrobium unicum Seidenf.,,,902116,,,,,1,,,,76,kg,1,76,15000,1140000,?????,30,???????,,90,"????????????????????,?????????????,???????????????",,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,??????,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
1630,???????,,,Russula sp.,?????????,,609026,???????,Russula sp.,???????,???????,0,0,1,0,38,????,2,76,,0,???????,30,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
3626,??????,,,Piper interitum,,,609081,??????,Piper aurantiacum Mig.,??????,??????,0,0,1,0,76,????,1,76,0,0,"??????????, ??????????????",30,???????,Decrease,60,????????????????????????? ???????????????,incorrect excavation,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,?????????,???????????,????????????,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
8887,?????,,,Canarium pinnata,,,902116,,,,,,,1,,76,kg,1,76,,0,?????,30,???????,,60,"?????????????,???????",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,
8894,??????????,,,Garcinia sp.,,,902116,,,,,,,1,,76,kg,1,76,,0,"????????????,??????",60,??????,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
