ID,NTFP_Cleaned,SpecialNTFP,other lao names,Scientific_Name_Cleaned,Hmong,Khamu,Vil_Code,Type_la_030413,Scientific_Name_030413,Cleaned NTFP type polished round 2,Sounthone _chris 30 March,sell,use,food,medicin,No_HH,Unit,Qty_per_HH,Qty_All,Price_per_Unit,Price_All,Location_gathered_la,Time_Travel,Status_la,Status_en,Status_%,Reason_la,Reason_en,Palm,Palm1,Rattan,Rattan1,Trees,Trees1,Herb,Herb1,Shrubs,Shrubs1,Climber_Vine,Climber_Vine1,Monocot,Monocot1,Fungi,Fungi1,Tuber_limber,Tuber_limber1,Insects,Insects1,Orchid,Orchid1,Mushroom,Mushroom1,Fern,Fern1,Check_Type,Forest_Type_la,Forest_Type_CF,Forest_Type2,not a forest type,not spec'd or classed,forest in general,Dense forest,Dense moist  forest,strem source f,cool moist F,Pah Khok,pine,pine mixed,riverine forest,beside stream,stream,mixed forest,chest nut,Bamboo,Pah Khang (mainly grass'd),grassland,bush fallow gen'l,Old bush fallow,Young bush fallow,upland field,paddy,wet land,Banana forest,termite soil,tree stumps,cliff,clifftop,Other specific nisches,Check_Forest,LastUpdated
9466,?????????,bamboo,,Bambusa sp.,,,605053,,,,,1,,1,,200,,100,20000,3000,60000000,???????,120,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
1820,????,,,Broussonetia papyrifera,"?????,?????????????",?????,609032,????,Broussonetia papyrifera (L.) Ventenat,????,????,1,0,0,1,20,????,1000,20000,2000,40000000,??????????,30,?????????,Increase,100,??????? ????????????????,,,,,,1,20000000,,,,,,,,,,,,,,,,,,,,,1,"?????, ??????","?????, ??????","?????, ??????",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
11127,?????,,,,,,1309112,,,,,1,,1,,200,kg,100,20000,25000,500000000,"????????, ???",20,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11133,??????????,,,,,,1309112,,,,,1,,1,,200,kg,100,20000,10000,200000000,??????,15,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
9585,??????????,bamboo,,Gigantochloa parviflora,,,605047,,,,,1,,1,,246,kg,80,19680,1000,19680000,??????,20,???????,,50,"????????????????,??????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9616,???????,,,,,,605047,,,,,1,,1,,246,kg,80,19680,5000,98400000,??????,20,???????,,15,??????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9602,??????,,,,,,605047,,,,,1,,1,,246,kg,80,19680,3000,59040000,???????????,10,???????,,50,"????????????????,??????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
7893,???????????,,,Litsea monopetala (Roxburgh) Persoon,,,1105119,,,,,,,,,391,????,50,19550,2000,39100000,"???????,???????",60,???????,Not change,100,????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,3,
7887,?????,,,Shorea obtusa,,,1105119,,,,,,,,,391,????,50,19550,3500,68425000,"????,???????,??????",300,???????,Not change,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,2,
11464,???????????,,,,,,605025,,,,,1,,,1,130,Kg,150,19500,700,13650000,?????????????,120,??????,,70,?????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
9631,???????,,,,,,605045,,,,,1,,,,188,kg,100,18800,3000,56400000,????????,120,???????,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
5364,?????????,,,Amorphophallus sp,,,906029,?????????,,?????????,?????????,1,0,0,1,90,????,200,18000,1600,28800000,????????,,???????,Decrease,30,,,,,,,,,,,,,,,,,,,1,28800000,,,,,,,,,1,?????????,???,???,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,
422,?????????,,(??????),Bambusa yulda,????????,,608039,??????,Persea kursii Kosterm,??????,??????,1,1,0,0,89,????,200,17800,1000,17800000,??????,,???????,Decrease,30,??????? ??? ??????,,,,,,1,17800000,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
8168,?????????,,,Indosasa sindica,,,904995,,,,,1,,1,,87,???,200,17400,8000,139200000,????????????????,20,????,,,?????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,"????????,??????",,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,
11659,?????????,bamboo,,Bambusa sp.,,,605002,,,,,1,,1,,58,Kg,300,17400,3000,52200000,???????????,90,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11658,???????,,,,,,605002,,,,,1,,1,1,58,Kg,300,17400,3000,52200000,???????????,90,???????,,70,??????????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
10003,??????30,,,,,,703060,,,,,1,,,,56,kg,300,16800,1000,16800000,????????,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
3665,??????,,???????,Arenga westerhoutii,??????????,,609082,??????,Arenga weterhoutii Griff.,??????,??????,1,0,1,0,56,????,300,16800,2500,0,??????,30,????????,Not change,0,?????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7496,???,,,Arenga pinnata (Wurmb) Merr.,,,901011,,,,,1,,,,33,????,500,16500,2000,33000000,??????????,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,
7476,????????????,,,Musa acuminata Colla,,,901011,,,,,,,,,33,????,500,16500,1000,16500000,???????.????????,,???????,Decrease,20,????????????,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,???????????????,,???????????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
9230,???,,,Thysanolaena latifolia (Roxb. ex Hornem.) Honda,,,207056,,,,,1,1,,,82,kg,200,16400,1000,16400000,??????,120,????,,40,?????? ??? ?????????,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,????????,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,
6779,??????????,,,Dracaena cochinchinensis (Lour.) S.C.Chen,,,708055,,,,,1,0,0,0,40,????,400,16000,3000,48000000,"????????,???????",10,????,Increase,10,???????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,??????,,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
11293,??????,,,,,,605031,,,,,1,,,,79,Kg,200,15800,3500,55300000,??????,30,????????,,50,???????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11291,??????????,,,,,,605031,,,,,1,,,,79,Kg,200,15800,7000,110600000,?????????????,60,??????,,30,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
8240,?????????,,,Indosasa sindica,,,904041,,,,,1,,1,,79,kg,200,15800,5000,79000000,?????????????????,60,????,,20,????????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,
9878,??????,,,,,,701040,,,,,1,,,,78,????,200,15600,2000,31200000,"?????, ????????",,????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9876,?????????,bamboo,,Sinarundinaria sps,,,701040,,,,,1,,1,,78,kg,200,15600,5000,78000000,?????,,????,,,??????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9979,?????????,,,,,,703055,,,,,1,,,,76,kg,200,15200,5000,76000000,"??????????, ?????,?????",120,????,,90,???????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
11459,?????????,bamboo,,Bambusa sp.,,,605025,,,,,,,1,,152,Kg,100,15200,3000,45600000,"??????, ???????",120,????????,,30,???????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11074,????????????,bamboo,,Bambusa arundiana,,,1309013,,,,,1,,1,,150,kg,100,15000,5000,75000000,???????,30,???????,,50,"???????????, ????????????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11137,????????,,,,,,1309112,,,,,1,,1,,300,kg,50,15000,10000,150000000,??????,10,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
9755,????????,,,,,,605046,,,,,,,1,,30,kg,500,15000,1000,15000000,???????,120,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9583,???????????,bamboo,,Schizostachyum blumei,,,605047,,,,,1,,1,,246,kg,60,14760,1000,14760000,??????,20,???????,,50,"????????????????,??????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
4619,???,,,Colocasia esculenta,???,,906003,???,Colocasia esculenta (L.) Schott.,???,???,0,1,1,0,143,????,100,14300,,0,"???????, ??????",20,????????,Not change,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,??????,??????,??????,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
11412,??????,,,,,,605024,,,,,1,,,1,140,Kg,100,14000,3000,42000000,??????,120,??????,,50,???????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
6392,???????,,,Calamus sp.,????????,????,612011,,,,,1,1,1,0,140,??,100,14000,500,7000000,????????,120,??????,Not change,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,??????,,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
6416,?????????,,??????,Dendrocalamus membranaceus,??????????,,612011,,,,,0,1,1,0,140,???,100,14000,,0,???????,60,???????,Decrease,40,"?????????????,??????????",Clearance,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????,,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
10213,???????????,,,,,,1501016,,,,,,1,,,137,?????,100,13700,0,0,?????????????,60,???????,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
5372,???????,,,Russula sp.,?????????,,906029,???????,Russula sp.,???????,???????,1,0,1,0,137,????,100,13700,30000,411000000,"?????,???????????????????????",,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,411000000,,,1,??????????????,,??????????????,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,2,
11571,?????????,bamboo,,Dendrocalamus hamiltonii,,,605012,,,,,,,1,,68,Kg,200,13600,,0,"??????????,?????????,?????",90,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11559,??????????,bamboo,,Phyllostachys sp.,,,605012,,,,,1,,1,,68,Kg,200,13600,3000,40800000,"??????????,?????????,?????",90,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
918,??????,,???????,Arenga westerhoutii,??????????,,609001,??????,Arenga weterhoutii Griff.,??????,??????,1,0,1,0,27,????,500,13500,2000,1000000,"????????,???????",90,???????,Decrease,3,"????????????,?????",,,,,,1,1000000,,,,,,,,,,,,,,,,,,,,,1,??????????,??????????,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
7678,?????????,not sure bamboo,,Bambusa sp.,,,1702018,,,,,1,1,0,0,168,????,80,13440,5000,67200000,????????,90,??????,Decrease,20,"???????????????????? ??? ??????????????, ??????",,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,5,
7676,??????????,bamboo,,Phyllostachys sp.,,,1702018,,,,,0,1,1,0,168,????,80,13440,5000,67200000,?????????,60,??????,Not change,50,"?????????????????????? ??? ????????????????????, ??????",,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????,,,,,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,4,
9734,???,,,Thysanolaena maxima,,,605046,,,,,1,1,,,132,kg,100,13200,8000,105600000,????????????.????????,60,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9735,????,,,,,,605046,,,,,1,1,,,132,kg,100,13200,5000,66000000,????????,120,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9486,???,,,Thysanolaena maxima,,,605057,,,,,1,,,,132,kg,100,13200,8000,105600000,????????,30,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
11184,?????????,bamboo,,Gigantochloa albociliata,,,1309091,,,,,1,,1,,100,kg,130,13000,15000,195000000,"????????, ?????",20,???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
5627,??????????,bamboo,,Phyllostachys sp.,??????????,,605040,,,,,1,0,1,0,65,????,200,13000,4000,52000000,????????????,90,???????,Not change,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????????????,,??????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
11128,?????????,,,,,,1309112,,,,,1,,1,,130,kg,100,13000,25000,325000000,???,20,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
6721,?????????,bamboo,,Gigantochloa albociliata,,,708065,,,,,1,1,1,0,43,????,300,12900,2000,25800000,"???????,????????",60,??????,Increase,50,"???????????, ???????????",,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????,,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
11494,????,,,,,,605021,,,,,1,1,,,127,Kg,100,12700,3000,38100000,"??????????,???????",60,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
4080,????????????,,,Dendrobium aphyllum,????????,,609095,?????????,,?????????,?????????,1,0,1,0,62,????,200,12400,2000,0,??????,30,???????,Decrease,60,???????,sale a lot,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4051,??????,,???????,Arenga westerhoutii,??????????,,609094,??????,Arenga weterhoutii Griff.,??????,??????,1,0,1,0,62,????,200,12400,3000,37200000,"???????????, ??????, ????????",120,???????,Decrease,70,"????????????????,???????????",too much excavation,,,,,1,37200000,,,,,,,,,,,,,,,,,,,,,1,???,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
9596,?????,,,,,,605047,,,,,1,,1,,246,kg,50,12300,3000,36900000,??????,20,???????,,50,"?????????????,??????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9600,??????,,,,,,605047,,,,,1,,1,,246,kg,50,12300,10000,123000000,"??????,???????",20,???????,,50,"???????,???????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9620,????????,,,,,,605047,,,,,1,,1,,246,kg,50,12300,1000,12300000,??????,20,???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9581,??????????,bamboo,,Phyllostachys sp.,,,605047,,,,,1,,1,,246,kg,50,12300,1000,12300000,??????,20,???????,,50,"???????,???????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
4539,?????????,bamboo,,Gigantochloa albociliata,,,906002,?????????,Gigantochloa albociliata Munro & Kurz,?????????,?????????,1,0,1,0,173,????,70,12110,2000,24220000,??????,25,???????,Decrease,60,????????????,too much excavation,,,,,,,,,,,,,1,24220000,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
5739,????,,,Broussonetia papyrifera,"?????,?????????????",?????,605054,,,,,1,0,0,0,60,????,200,12000,3000,36000000,"???????????,?????????",30,?????????,Increase,10,?????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,"??????,?????????",,"??????,?????????",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5743,??????,,,Diplazium esculentum,???????,?????????,605054,,,,,1,1,1,0,60,????,200,12000,5000,60000000,"????????, ?????????",60,?????????,Increase,50,??????????????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,??????,,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5742,?????????,bamboo,,Indosasa sindica,???????,,605054,,,,,1,0,1,0,60,????,200,12000,5000,60000000,"????????, ?????????",60,?????????,Increase,50,??????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????,,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7592,??????????,,,Phyllanthus emblica L.,,,906016,,,,,1,1,1,1,40,????,300,12000,1000,12000000,?????????????????,60,???????,Not change,50,???????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
11185,????????????,,,,,,1309091,,,,,1,,1,,100,kg,120,12000,10000,120000000,"???????, ????????",20,???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
7371,??????????,,,Phyllanthus emblica L.,,,906039,,,,,1,1,1,1,40,????,300,12000,1000,12000000,?????????????????,60,???????,Not change,50,???????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
5714,??????????,,,Boehmeria sp,????,???,605067,,,,,1,0,0,0,80,,150,12000,7000,84000000,??????????,45,???????,Decrease,50,???????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????,,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7557,??????????,,,Phyllanthus emblica L.,,,906032,,,,,1,1,1,1,40,????,300,12000,1000,12000000,?????????????????,20,???????,Not change,50,???????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
11149,???????,,,,,,1309112,,,,,1,,1,,200,kg,60,12000,5000,60000000,???,20,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11077,?????????,bamboo,,Gigantochloa albociliata,,,1309013,,,,,1,,1,,100,kg,120,12000,4000,48000000,"??????,  ???????",30,???????,,60,"???????????, ????????????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11462,????,,,,,,605025,,,,,1,,,,100,Kg,120,12000,3000,36000000,?????????????,30,????????,,60,???????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
4420,??????,not sure bamboo,,Bambusa sp.,??????,,906001,??????,bamboo sp.,??????,??????,1,1,1,0,170,????,70,11900,1000,11900000,????????,30,???????,Decrease,40,"?????????????????, 
?????????????",,,,,,,,,,,,,,1,11900000,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
11299,??????????,,,,,,605031,,,,,1,,,,79,Kg,150,11850,400,4740000,??????,60,??????,,50,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
7419,?????????,bamboo,,Bambusa sp.,,,901003,,,,,1,,1,,39,????,300,11700,3000,35100000,?????,200,???????,Decrease,30,?????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
9874,?????????,bamboo,,Indosasa sindica,,,701040,,,,,1,,1,,78,kg,150,11700,5000,58500000,"??????,??????",,????,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
7377,?????????,bamboo,,Bambusa sp.,,,901004,,,,,1,,1,,39,????,300,11700,3000,117000000,?????,100,???????,Decrease,30,?????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
4369,??????,,???????,Arenga westerhoutii,??????????,,609999,??????,Arenga weterhoutii Griff.,??????,??????,1,0,1,0,58,????,200,11600,3000,34800000,??????,60,???????,Decrease,50,??????,die,,,,,1,34800000,,,,,,,,,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
11664,????????,,,,,,605002,,,,,1,,,1,58,Kg,200,11600,600,6960000,???????????,90,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11666,???????,,,,,,605002,,,,,1,,,1,58,Kg,200,11600,400,4640000,???????????,90,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
11657,???,,,Thysanolaena maxima,,,605002,,,,,1,,,,58,Kg,200,11600,5000,58000000,???????????,60,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-16
5373,???????,,,,,???????,906029,???????,,???????,???????,1,1,1,0,137,????,83,11371,20000,227420000,????????????,,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,227420000,,,1,"???????,",,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
74,???,,,Amorphophallus sp,??????,????????,608011,???,,???,???,1,0,0,0,71,????,160,11360,12000,136320000,?????,,???????,Decrease,20,??????????,,,,,,1,136320000,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,
6778,???,,,Thysanolaena maxima,,,708055,,,,,1,0,0,0,45,????,250,11250,2500,28125000,???????????,20,????,Decrease,30,???????????,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,????????,,????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2503,?????????,,??????,Bambusa yulda,????????,,609050,??????,Bambusa tulda Roxb.,??????,?????????,1,1,1,0,183,????,60,10980,3000,32940000,??????,60,???????,Decrease,25,??????????????,,,,,,,,,,,,,,1,32940000,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
6697,?????????,bamboo,,Gigantochloa albociliata,,,708059,,,,,1,1,1,0,73,????,150,10950,1000,10950000,??????,30,??????,Increase,10,???????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
6698,?????????,bamboo,,Dendrocalamus hamiltonii,,,708059,,,,,1,1,1,0,73,????,150,10950,1000,10950000,"????,???????",90,??????,Decrease,0,???????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????,,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
188,?????????,bamboo,,Sinarundinaria microphylla,?????????,,608013,??????,Sinarundinaria microphylla (Munro) Chao,??????,??????,1,1,1,0,217,????,50,10850,5000,54250000,??????????,30,????????,Not change,0,,,,,,,,,,,,,,,1,54250000,,,,,,,,,,,,,1,??????????,??????????,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
187,??????????,duk deua,,Amorphophallus kerrii,??????,?????????,608013,??????????,Amorphophalus paeoniifolius (Dennstedt) Nicolson,??????????,????????,1,0,1,0,217,????,50,10850,15000,162750000,??????,30,????????,Not change,0,,,,,,,,,,,,,,,,,,,1,162750000,,,,,,,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
185,??????????,bamboo,,Phyllostachys sp.,??????????,,608013,???????,Phyllostachys spp.,???????,???????,1,1,1,0,217,????,50,10850,4000,43400000,?????????,120,????????,Not change,0,,,,,,,,,,,,,,,1,43400000,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
534,????,,,Broussonetia papyrifera,"?????,?????????????",?????,608053,????,Broussonetia papyrifera (L.) Ventenat,????,????,1,0,0,0,210,????,50,10500,1000,10500000,?????????,,?????????,Increase,70,???????????????????????,,,,,,1,10500000,,,,,,,,,,,,,,,,,,,,,1,?????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
537,???,,"(??????,??????,?????)",Thysanolaena maxima,??????????,?????????,608053,???,Thysanolaena latifolia,???,???,1,1,0,1,210,????,50,10500,5000,52500000,?????????,,???????,Decrease,60,"?????????????,?????????",Clearance,,,,,,,,,,,,,1,52500000,,,,,,,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5543,???????,,,Calamus viminalis,??????????,,605095,,,,,0,0,1,0,52,????,200,10400,,0,??????????,1,???????,Not change,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,????????????,,????????????,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
