ID,Scientific_Name_Cleaned,Scientific_Genus,Scientific_Genus_GB,Vil_Code,sell,use,food,medicine,CHECK,Qty_sell,Qty_use,Qty_food,Qty_med,Inc_sell,Inc_use,Inc_food,Inc_medicine,No_HH,Unit,Qty_p_HH,Qty,PPU_LAK,PPU_USD,Income_USD,Time_Travel,Status_en,Status_rel,Status_abs,Reason_en,Forest,Riparian,bamboo,bush_fallow,upland_field,others,CHECK_2,Qty_For,Qty_Rip,Qty_Bam,Qty_Bfa,Qty_UpF,Qty_Oth,Inc_For,Inc_Rip,Inc_Bam,Inc_Bfa,Inc_UpF,Inc_Oth,For_sell_inc,For_use_inc,For_food_inc,For_med_inc,Rip_sell_inc,Rip_use_inc,Rip_food_inc,Rip_med_inc,bam_sell_inc,Bam_use_inc,Bam_food_inc,Bam_med_inc,Bfa_sell_inc,Bfa_use_inc,Bfa_food_inc,Bfa_med_inc,UpF_sell_inc,UpF_use_inc,UpF_food_inc,UpF_med_inc,Oth_sell_inc,Oth_use_inc,Oth_food_inc,Oth_med_inc
95,Colocasia esculenta,Colocasia,Herbs,608012,0,0,1,0,1,0,0,172,0,0,0,0,0,86,????,2,172,0,0,0,0,Increase,20,20,NA,0,1,0,0,0,0,1,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Colocasia esculenta,Colocasia,Herbs,608037,1,0,1,0,2,128,0,128,0,16,0,16,0,64,????,4,256,1000,0.125,32,0,Decrease,40,-40,NA,1,0,0,0,0,0,1,256,0,0,0,0,0,32,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Colocasia esculenta,Colocasia,Herbs,608061,0,0,1,0,1,0,0,172,0,0,0,0,0,86,????,2,172,0,0,0,0,Increase,20,20,NA,0,1,0,0,0,0,1,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Colocasia esculenta,Colocasia,Herbs,608074,0,1,0,0,1,0,148,0,0,0,0,0,0,74,????,2,148,0,0,0,0,Decrease,, ,NA,0,0,0,1,0,0,1,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,Colocasia esculenta,Colocasia,Herbs,608105,0,0,1,0,1,0,0,375,0,0,0,0,0,75,????,5,375,0,0,0,0,Decrease,5,-5,NA,0,1,0,0,0,0,1,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,Colocasia esculenta,Colocasia,Herbs,906002,0,1,1,0,2,0,2595,2595,0,0,0,0,0,173,????,30,5190,0,0,0,30,Stable,0,0,NA,0,1,0,0,0,0,1,0,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4619,Colocasia esculenta,Colocasia,Herbs,906003,0,1,1,0,2,0,7150,7150,0,0,0,0,0,143,????,100,14300,0,0,0,20,Stable,0,0,NA,0,1,0,0,0,0,1,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4795,Colocasia esculenta,Colocasia,Herbs,906006,0,1,1,0,2,0,4500,4500,0,0,0,0,0,90,????,100,9000,0,0,0,30,Decrease,5,-5,NA,0,1,0,0,0,0,1,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,Colocasia esculenta,Colocasia,Herbs,906010,0,1,1,0,2,0,2100,2100,0,0,0,0,0,42,????,100,4200,0,0,0,0,Increase,,NA,NA,1,0,0,1,0,0,2,2100,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5427,Colocasia esculenta,Colocasia,Herbs,906033,0,1,1,0,2,0,1460,1460,0,0,0,0,0,146,????,20,2920,0,0,0,0,Increase,,NA,NA,0,1,0,0,0,0,1,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5690,Colocasia esculenta,Colocasia,Herbs,605093,0,0,1,0,1,0,0,159,0,0,0,0,0,53,????,3,159,0,0,0,30,Stable,,NA,NA,0,1,0,0,0,0,1,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,Colocasia esculenta,Colocasia,Herbs,611055,0,0,1,0,1,0,0,480,0,0,0,0,0,48,????,10,480,0,0,0,120,Stable,,NA,NA,1,0,0,0,0,0,1,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8058,Colocasia esculenta,Colocasia,Herbs,907054,0,1,1,0,2,0,20,20,0,0,0,0,0,20,kg,2,40,0,0,0,10,NA,30,30,NA,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8087,Colocasia esculenta,Colocasia,Herbs,907041,0,0,1,0,1,0,0,200,0,0,0,0,0,40,kg,5,200,0,0,0,10,NA,15,15,NA,1,1,0,0,0,0,2,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9324,Colocasia esculenta,Colocasia,Herbs,608061,0,1,1,0,2,0,73.5,73.5,0,0,0,0,0,49,????,3,147,0,0,0,0,NA,30,30,NA,0,1,0,0,0,0,1,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9825,Colocasia esculenta,Colocasia,Herbs,1407044,0,0,1,0,1,0,0,456,0,0,0,0,0,114,???,4,456,0,0,0,30,NA,30,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6656,Codonopsis pilosula,Codonopsis,Herbs,708068,1,0,0,0,1,4500,0,0,0,562.5,0,0,0,45,????,100,4500,1000,0.125,562.5,20,Increase,10,10,NA,1,0,0,0,0,0,1,4500,0,0,0,0,0,562.5,0,0,0,0,0,562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6782,Codonopsis pilosula,Codonopsis,Herbs,708055,1,0,0,0,1,400,0,0,0,50,0,0,0,10,????,40,400,1000,0.125,50,10,Decrease,20,-20,NA,0,0,0,1,0,0,1,0,0,0,400,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
9966,Codonopsis pilosula,Codonopsis,Herbs,703087,1,0,0,0,1,50,0,0,0,62.5,0,0,0,10,kg,5,50,10000,1.25,62.5,30,NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001,Codonopsis pilosula,Codonopsis,Herbs,703060,1,0,0,0,1,280,0,0,0,70,0,0,0,56,kg,5,280,2000,0.25,70,60,NA,30,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,Codonopsis pilosula,Codonopsis,Herbs,703061,1,0,0,1,2,250,0,0,250,62.5,0,0,62.5,50,kg,10,500,2000,0.25,125,35,NA,15,15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10069,Codonopsis pilosula,Codonopsis,Herbs,701038,1,0,0,0,1,400,0,0,0,100,0,0,0,20,kg,20,400,2000,0.25,100,60,NA,90,90,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11249,Codonopsis pilosula,Codonopsis,Herbs,707007,0,0,0,0,0,0,0,0,0,0,0,0,0,115,kg,0,0,0,0,0,60,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Coccinia grandis,Coccinia,Herbs,608037,0,0,1,1,2,0,0,32,32,0,0,0,0,64,????,1,64,0,0,0,0,Decrease,40,-40,NA,1,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,Coccinia grandis,Coccinia,Herbs,609015,0,0,1,0,1,0,0,57,0,0,0,0,0,57,????,1,57,0,0,0,10,Stable,0,0,NA,0,1,0,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,Coccinia grandis,Coccinia,Herbs,609017,0,0,1,0,1,0,0,0,0,0,0,0,0,36,NA,0,0,0,0,0,120,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,Coccinia grandis,Coccinia,Herbs,609020,0,0,1,0,1,0,0,25,0,0,0,0,0,5,????,5,25,0,0,0,30,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,Coccinia grandis,Coccinia,Herbs,609040,0,0,1,0,1,0,0,48,0,0,0,0,0,48,????,1,48,0,0,0,10,Stable,0,0,NA,0,0,0,0,1,1,2,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,Coccinia grandis,Coccinia,Herbs,609046,0,0,1,0,1,0,0,62,0,0,0,0,0,62,????,1,62,0,0,0,30,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,Coccinia grandis,Coccinia,Herbs,609049,1,0,1,0,2,90,0,90,0,56.25,0,56.25,0,45,????,4,180,5000,0.625,112.5,20,Stable,0,0,NA,0,1,0,0,0,0,1,0,180,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,56.25,0,56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,Coccinia grandis,Coccinia,Herbs,609053,0,0,1,0,1,0,0,0,0,0,0,0,0,,NA,0,0,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,Coccinia grandis,Coccinia,Herbs,609058,0,0,1,0,1,0,0,0,0,0,0,0,0,75,NA,0,0,0,0,0,15,Stable,0,0,NA,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,Coccinia grandis,Coccinia,Herbs,609074,0,0,1,0,1,0,0,172,0,0,0,0,0,172,????,1,172,0,0,0,15,NA,,NA,NA,1,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,Coccinia grandis,Coccinia,Herbs,605057,0,0,1,0,1,0,0,396,0,0,0,0,0,132,kg,3,396,0,0,0,10,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,Citrullus vulgaris,Citrullus,Herbs,609061,0,1,1,1,3,0,13.3,13.3,13.3,0,0,0,0,20,????,2,40,0,0,0,90,Decrease,90,-90,use too much,1,1,0,0,0,0,2,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4557,Citrullus vulgaris,Citrullus,Herbs,906003,0,0,1,0,1,0,0,160,0,0,0,0,0,80,????,2,160,0,0,0,120,Stable,0,0,NA,1,0,0,0,0,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5454,Citrullus vulgaris,Citrullus,Herbs,906038,0,0,1,0,1,0,0,31.5,0,0,0,0,0,63,????,0.5,31.5,0,0,0,0,Increase,40,40,NA,1,0,0,0,0,0,1,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130,Cheilocostus speciosus,Cheilocostus,Herbs,207025,0,0,1,0,1,0,0,150,0,0,0,0,0,10,kg,15,150,0,0,0,90,NA,20,20,NA,1,0,0,0,0,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Centella asiatica,Centella,Herbs,608011,1,0,1,0,2,15,0,15,0,3.75,0,3.75,0,10,????,3,30,2000,0.25,7.5,0,Stable,0,0,NA,1,0,0,0,0,0,1,30,0,0,0,0,0,7.5,0,0,0,0,0,3.75,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Centella asiatica,Centella,Herbs,608012,0,0,1,0,1,0,0,172,0,0,0,0,0,86,????,2,172,0,0,0,0,Stable,0,0,NA,0,1,0,0,0,0,1,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Centella asiatica,Centella,Herbs,608035,1,0,1,0,2,252.5,0,252.5,0,31.5625,0,31.5625,0,101,????,5,505,1000,0.125,63.125,0,Stable,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,505,0,0,0,0,0,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.55,0,31.55,0
450,Centella asiatica,Centella,Herbs,608040,1,0,1,0,2,160,0,160,0,40,0,40,0,160,????,2,320,2000,0.25,80,0,Stable,0,0,NA,0,1,0,0,0,0,1,0,320,0,0,0,0,0,80,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Centella asiatica,Centella,Herbs,608063,0,0,1,0,1,0,0,50,0,0,0,0,0,50,????,1,50,0,0,0,0,NA,,NA,NA,1,1,0,0,0,1,3,16.7,16.7,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Centella asiatica,Centella,Herbs,608074,1,0,1,1,3,12.3,0,12.3,12.3,4.228125,0,4.228125,4.228125,74,????,0.5,37,2750,0.34375,12.71875,0,Decrease,, ,NA,0,0,0,1,0,0,1,0,0,0,37,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233333333,0,4.233333333,4.233333333,0,0,0,0,0,0,0,0
688,Centella asiatica,Centella,Herbs,608075,0,0,1,0,1,0,0,2686,0,0,0,0,0,79,???,34,2686,0,0,0,0,Increase,20,20,NA,0,0,0,0,0,1,1,0,0,0,0,0,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Centella asiatica,Centella,Herbs,608094,1,0,1,1,3,71,0,71,71,44.375,0,44.375,44.375,71,????,3,213,5000,0.625,133.125,0,Decrease,20,-20,NA,0,0,0,0,0,1,1,0,0,0,0,0,213,0,0,0,0,0,133.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.36666667,0,44.36666667,44.36666667
857,Centella asiatica,Centella,Herbs,608105,0,0,1,0,1,0,0,75,0,0,0,0,0,75,????,1,75,0,0,0,0,Stable,0,0,NA,0,1,0,0,1,0,2,0,37.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Centella asiatica,Centella,Herbs,609007,0,0,1,0,1,0,0,0,0,0,0,0,0,92,NA,0,0,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,Centella asiatica,Centella,Herbs,609010,0,0,1,0,1,0,0,465,0,0,0,0,0,93,????,5,465,0,0,0,30,Stable,0,0,NA,0,1,0,0,0,0,1,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Centella asiatica,Centella,Herbs,609017,0,0,1,0,1,0,0,0,0,0,0,0,0,36,NA,0,0,0,0,0,120,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,Centella asiatica,Centella,Herbs,609020,0,0,1,0,1,0,0,154,0,0,0,0,0,77,????,2,154,0,0,0,10,Stable,0,0,NA,0,1,0,0,0,0,1,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,Centella asiatica,Centella,Herbs,609023,0,0,1,0,1,0,0,48,0,0,0,0,0,48,????,1,48,0,0,0,30,Stable,0,0,NA,0,1,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Centella asiatica,Centella,Herbs,609026,0,0,1,0,1,0,0,19,0,0,0,0,0,38,????,0.5,19,0,0,0,60,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,Centella asiatica,Centella,Herbs,609042,0,0,1,0,1,0,0,155,0,0,0,0,0,31,????,5,155,0,0,0,10,Increase,50,50,NA,0,0,0,0,1,1,2,0,0,0,0,77.5,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,Centella asiatica,Centella,Herbs,609059,0,0,1,0,1,0,0,0,0,0,0,0,0,77,????,0,0,0,0,0,30,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,Centella asiatica,Centella,Herbs,609064,0,0,1,0,1,0,0,580,0,0,0,0,0,58,????,10,580,0,0,0,30,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,Centella asiatica,Centella,Herbs,609074,0,0,1,0,1,0,0,172,0,0,0,0,0,172,????,1,172,0,0,0,0,NA,,NA,NA,1,1,0,0,0,1,3,57.3,57.3,0,0,0,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,Centella asiatica,Centella,Herbs,609077,0,0,1,0,1,0,0,204,0,0,0,0,0,68,????,3,204,0,0,0,25,Stable,0,0,NA,0,1,0,1,0,0,2,0,102,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4405,Centella asiatica,Centella,Herbs,906001,0,0,1,1,2,0,0,45,45,0,0,0,0,90,????,1,90,0,0,0,10,Decrease,30,-30,NA,0,0,0,0,0,1,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4510,Centella asiatica,Centella,Herbs,906002,0,0,1,1,2,0,0,259.5,259.5,0,0,0,0,173,????,5.4,519,0,0,0,30,Decrease,50,-50,NA,0,1,0,0,0,0,1,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,Centella asiatica,Centella,Herbs,906003,0,0,1,1,2,0,0,250.3,250.3,0,0,0,0,143,????,3.5,500.5,0,0,0,60,Stable,0,0,NA,0,1,0,0,0,0,1,0,500.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723,Centella asiatica,Centella,Herbs,906005,0,0,1,1,2,0,0,40,40,0,0,0,0,80,????,1,80,0,0,0,10,Stable,0,0,NA,1,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4786,Centella asiatica,Centella,Herbs,906006,0,0,1,0,1,0,0,450,0,0,0,0,0,90,????,5,450,0,0,0,10,Stable,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,Centella asiatica,Centella,Herbs,906009,0,0,1,0,1,0,0,270,0,0,0,0,0,90,????,3,270,0,0,0,10,Stable,0,0,NA,1,0,0,0,0,0,1,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208,Centella asiatica,Centella,Herbs,906009,1,0,1,0,2,4.5,0,4.5,0,1.6875,0,1.6875,0,90,????,0.1,9,3000,0.375,3.375,180,Decrease,80,-80,too much excavation,1,0,0,0,0,0,1,9,0,0,0,0,0,3.4,0,0,0,0,0,1.7,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5259,Centella asiatica,Centella,Herbs,906011,0,1,0,1,2,0,162,0,162,0,0,0,0,108,????,3,324,0,0,0,0,Increase,,NA,NA,0,0,0,1,0,1,2,0,0,0,162,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,Centella asiatica,Centella,Herbs,906012,1,0,0,0,1,400,0,0,0,125,0,0,0,40,????,10,400,2500,0.3125,125,0,Stable,0,0,NA,1,0,0,0,0,0,1,400,0,0,0,0,0,125,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5308,Centella asiatica,Centella,Herbs,906013,0,1,0,1,2,0,37.5,0,37.5,0,0,0,0,75,????,1,75,0,0,0,0,Increase,10,10,NA,1,1,0,0,0,1,3,25,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,Centella asiatica,Centella,Herbs,906013,1,0,0,0,1,40,0,0,0,15,0,0,0,20,????,2,40,3000,0.375,15,0,Decrease,70,-70,sale a lot,1,0,0,0,0,0,1,40,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,Centella asiatica,Centella,Herbs,906030,1,0,0,1,2,22.5,0,0,22.5,8.4375,0,0,8.4375,15,????,3,45,3000,0.375,16.875,0,Decrease,15,-15,NA,1,0,0,0,0,0,1,45,0,0,0,0,0,16.9,0,0,0,0,0,8.45,0,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5501,Centella asiatica,Centella,Herbs,906038,0,0,1,0,1,0,0,22.5,0,0,0,0,0,45,????,0.5,22.5,0,0,0,20,Stable,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5598,Centella asiatica,Centella,Herbs,605095,0,0,1,0,1,0,0,104,0,0,0,0,0,52,????,2,104,0,0,0,10,Stable,,NA,NA,0,0,0,1,0,0,1,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5651,Centella asiatica,Centella,Herbs,605040,0,0,1,0,1,0,0,130,0,0,0,0,0,65,????,2,130,0,0,0,30,Stable,,NA,NA,0,0,0,1,0,0,1,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,Centella asiatica,Centella,Herbs,605054,0,0,1,0,1,0,0,920,0,0,0,0,0,184,????,5,920,0,0,0,60,Stable,,NA,NA,0,0,0,1,0,0,1,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6133,Centella asiatica,Centella,Herbs,612998,0,0,1,0,1,0,0,130,0,0,0,0,0,13,????,10,130,0,0,0,120,Stable,,NA,NA,0,0,0,1,0,0,1,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6313,Centella asiatica,Centella,Herbs,612999,0,0,1,0,1,0,0,162,0,0,0,0,0,54,????,3,162,0,0,0,60,Decrease,50,-50,NA,0,0,0,1,0,0,1,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6553,Centella asiatica,Centella,Herbs,612023,0,0,1,0,1,0,0,320,0,0,0,0,0,64,????,5,320,0,0,0,90,Stable,,NA,NA,0,1,0,0,0,0,1,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6680,Centella asiatica,Centella,Herbs,708090,0,0,1,0,1,0,0,76,0,0,0,9.5,0,38,????,2,76,1000,0.125,9.5,30,Stable,,NA,NA,0,0,0,1,0,0,1,0,0,0,76,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0
6694,Centella asiatica,Centella,Herbs,708059,1,0,1,0,2,1825,0,1825,0,912.5,0,912.5,0,73,????,50,3650,4000,0.5,1825,60,Increase,0,0,NA,0,0,0,1,0,0,1,0,0,0,3650,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912.5,0,912.5,0,0,0,0,0,0,0,0,0
