ID,Scientific_Name_Cleaned,Scientific_Genus,Scientific_Genus_GB,Vil_Code,sell,use,food,medicine,CHECK,Qty_sell,Qty_use,Qty_food,Qty_med,Inc_sell,Inc_use,Inc_food,Inc_medicine,No_HH,Unit,Qty_p_HH,Qty,PPU_LAK,PPU_USD,Income_USD,Time_Travel,Status_en,Status_rel,Status_abs,Reason_en,Forest,Riparian,bamboo,bush_fallow,upland_field,others,CHECK_2,Qty_For,Qty_Rip,Qty_Bam,Qty_Bfa,Qty_UpF,Qty_Oth,Inc_For,Inc_Rip,Inc_Bam,Inc_Bfa,Inc_UpF,Inc_Oth,For_sell_inc,For_use_inc,For_food_inc,For_med_inc,Rip_sell_inc,Rip_use_inc,Rip_food_inc,Rip_med_inc,bam_sell_inc,Bam_use_inc,Bam_food_inc,Bam_med_inc,Bfa_sell_inc,Bfa_use_inc,Bfa_food_inc,Bfa_med_inc,UpF_sell_inc,UpF_use_inc,UpF_food_inc,UpF_med_inc,Oth_sell_inc,Oth_use_inc,Oth_food_inc,Oth_med_inc
1984,Castanopsis sp.,Castanopsis,Trees,609039,0,0,1,0,1,0,0,0,0,0,0,0,0,30,NA,0,0,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,Castanopsis sp.,Castanopsis,Trees,609040,0,0,1,0,1,0,0,24,0,0,0,0,0,48,????,0.5,24,0,0,0,20,Stable,0,0,NA,1,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,Castanopsis sp.,Castanopsis,Trees,609044,0,0,1,0,1,0,0,62,0,0,0,0,0,62,????,1,62,0,0,0,30,Stable,0,0,NA,1,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,Castanopsis sp.,Castanopsis,Trees,609046,0,0,1,0,1,0,0,2480,0,0,0,0,0,62,????,40,2480,0,0,0,20,Stable,0,0,NA,1,0,0,0,0,0,1,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,Castanopsis sp.,Castanopsis,Trees,609064,0,0,1,0,1,0,0,10,0,0,0,0,0,10,????,1,10,0,0,0,120,Stable,0,0,NA,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,Castanopsis sp.,Castanopsis,Trees,609067,0,0,1,0,1,0,0,200,0,0,0,0,0,40,????,5,200,0,0,0,30,Stable,0,0,NA,1,0,0,1,0,0,2,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,Castanopsis sp.,Castanopsis,Trees,609069,0,0,1,0,1,0,0,0,0,0,0,0,0,54,NA,0,0,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,Castanopsis sp.,Castanopsis,Trees,609074,0,0,1,0,1,0,0,172,0,0,0,0,0,172,????,1,172,0,0,0,120,Increase,10,10,NA,1,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,Castanopsis sp.,Castanopsis,Trees,609075,1,0,1,0,2,22,0,22,0,0,0,0,0,44,????,1,44,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,Castanopsis sp.,Castanopsis,Trees,609076,0,0,1,0,1,0,0,210,0,0,0,0,0,42,????,5,210,0,0,0,30,Stable,0,0,NA,1,0,0,0,0,0,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,Castanopsis sp.,Castanopsis,Trees,609083,1,0,0,0,1,200,0,0,0,100,0,0,0,20,????,10,200,4000,0.5,100,120,Stable,0,0,NA,1,0,0,0,0,0,1,200,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,Castanopsis sp.,Castanopsis,Trees,609085,0,0,1,0,1,0,0,103,0,0,0,0,0,103,????,1,103,0,0,0,120,Stable,0,0,NA,1,0,0,0,0,0,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4032,Castanopsis sp.,Castanopsis,Trees,609094,1,0,1,0,2,155,0,155,0,38.75,0,38.75,0,62,????,5,310,2000,0.25,77.5,15,Increase,30,30,NA,1,0,0,0,0,0,1,310,0,0,0,0,0,77.5,0,0,0,0,0,38.75,0,38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,Castanopsis sp.,Castanopsis,Trees,609097,0,0,1,0,1,0,0,96,0,0,0,0,0,48,????,2,96,0,0,0,120,Stable,0,0,NA,1,0,0,0,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,Castanopsis sp.,Castanopsis,Trees,609098,1,0,1,0,2,75,0,75,0,18.75,0,18.75,0,30,????,5,150,2000,0.25,37.5,60,Decrease,60,-60,Clearance,1,0,0,0,0,0,1,150,0,0,0,0,0,37.5,0,0,0,0,0,18.75,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,Castanopsis sp.,Castanopsis,Trees,609099,1,0,1,0,2,187.5,0,187.5,0,46.875,0,46.875,0,25,????,15,375,2000,0.25,93.75,60,Stable,0,0,NA,1,0,0,0,0,0,1,375,0,0,0,0,0,93.8,0,0,0,0,0,46.9,0,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387,Castanopsis sp.,Castanopsis,Trees,906001,0,0,0,0,0,0,0,0,0,0,0,0,0,170,????,3,510,0,0,0,30,Decrease,50,-50,NA,1,0,0,0,0,0,1,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4498,Castanopsis sp.,Castanopsis,Trees,906002,0,1,1,0,2,0,10.5,10.5,0,0,0,0,0,42,????,0.5,21,0,0,0,120,Stable,0,0,NA,1,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4565,Castanopsis sp.,Castanopsis,Trees,906003,0,0,1,0,1,0,0,426,0,0,0,0,0,142,????,3,426,0,0,0,60,Decrease,50,-50,NA,1,0,0,0,0,0,1,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4714,Castanopsis sp.,Castanopsis,Trees,906004,1,0,1,0,2,0,0,0,0,0,0,0,0,,????,100,0,1800,0.225,0,20,Stable,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756,Castanopsis sp.,Castanopsis,Trees,906005,1,1,1,0,3,2666.7,2666.7,2666.7,0,333.3375,333.3375,333.3375,0,80,????,100,8000,1000,0.125,1000,20,Stable,0,0,NA,1,0,0,0,0,0,1,8000,0,0,0,0,0,1000,0,0,0,0,0,333.3333333,333.3333333,333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4915,Castanopsis sp.,Castanopsis,Trees,906006,1,0,1,0,2,90,0,90,0,22.5,0,22.5,0,90,????,2,180,2000,0.25,45,90,Increase,10,10,NA,1,0,0,0,0,0,1,180,0,0,0,0,0,45,0,0,0,0,0,22.5,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,Castanopsis sp.,Castanopsis,Trees,906007,1,1,1,0,3,2433.3,2433.3,2433.3,0,608.325,608.325,608.325,0,73,????,100,7300,2000,0.25,1825,60,Increase,,NA,use too much,1,0,0,0,0,0,1,7300,0,0,0,0,0,1825,0,0,0,0,0,608.3333333,608.3333333,608.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,Castanopsis sp.,Castanopsis,Trees,906008,1,0,1,0,2,2275,0,2275,0,568.75,0,568.75,0,91,????,50,4550,2000,0.25,1137.5,30,Stable,0,0,NA,1,0,0,0,0,0,1,4550,0,0,0,0,0,1137.5,0,0,0,0,0,568.75,0,568.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,Castanopsis sp.,Castanopsis,Trees,906009,1,0,1,0,2,225,0,225,0,56.25,0,56.25,0,90,????,5,450,2000,0.25,112.5,30,Decrease,70,-70,eat too much,1,0,0,0,0,0,1,450,0,0,0,0,0,112.5,0,0,0,0,0,56.25,0,56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5497,Castanopsis sp.,Castanopsis,Trees,906038,0,0,1,0,1,0,0,63,0,0,0,0,0,63,????,1,63,0,0,0,0,Decrease,10,-10,NA,1,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5524,Castanopsis sp.,Castanopsis,Trees,906038,0,0,1,0,1,0,0,22.5,0,0,0,0,0,45,????,0.5,22.5,0,0,0,40,Decrease,30,-30,Clearance,1,0,0,0,0,0,1,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5557,Castanopsis sp.,Castanopsis,Trees,605095,0,0,1,0,1,0,0,104,0,0,0,0,0,52,????,2,104,0,0,0,1,Decrease,50,-50,NA,0,0,0,1,0,0,1,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5847,Castanopsis sp.,Castanopsis,Trees,603018,1,0,1,0,2,75,0,75,0,46.875,0,46.875,0,10,????,15,150,5000,0.625,93.75,180,Stable,,NA,NA,1,0,0,0,0,0,1,150,0,0,0,0,0,93.8,0,0,0,0,0,46.9,0,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6175,Castanopsis sp.,Castanopsis,Trees,612004,0,0,1,0,1,0,0,126,0,0,0,0,0,63,????,2,126,0,0,0,90,Decrease,, ,not much,0,1,0,0,0,0,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,Castanopsis sp.,Castanopsis,Trees,612003,0,0,1,0,1,0,0,135,0,0,0,0,0,27,????,5,135,0,0,0,30,Decrease,30,-30,NA,1,0,0,0,0,0,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6441,Castanopsis sp.,Castanopsis,Trees,612029,0,0,1,0,1,0,0,42,0,0,0,0,0,21,????,2,42,0,0,0,30,Decrease,, ,NA,0,0,0,1,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6481,Castanopsis sp.,Castanopsis,Trees,612001,0,0,1,0,1,0,0,40,0,0,0,0,0,40,????,1,40,0,0,0,40,Stable,,NA,NA,0,0,0,1,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6745,Castanopsis sp.,Castanopsis,Trees,708058,1,0,1,0,2,50,0,50,0,6.25,0,6.25,0,20,????,5,100,1000,0.125,12.5,120,Increase,10,10,NA,1,0,0,0,0,0,1,100,0,0,0,0,0,12.5,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7385,Castanopsis sp.,Castanopsis,Trees,901004,1,0,1,0,2,136.5,0,136.5,0,68.25,0,68.25,0,39,????,7,273,4000,0.5,136.5,60,Stable,,NA,NA,1,0,0,0,0,0,1,273,0,0,0,0,0,136.5,0,0,0,0,0,68.25,0,68.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7402,Castanopsis sp.,Castanopsis,Trees,901001,0,1,1,0,2,0,900,900,0,0,281.25,281.25,0,30,????,60,1800,2500,0.3125,562.5,30,Increase,50,50,NA,0,0,0,0,0,1,1,0,0,0,0,0,1800,0,0,0,0,0,562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.25,281.25,0
7427,Castanopsis sp.,Castanopsis,Trees,901003,1,0,1,0,2,136.5,0,136.5,0,68.25,0,68.25,0,39,????,7,273,4000,0.5,136.5,60,Stable,,NA,NA,1,0,0,0,0,0,1,273,0,0,0,0,0,136.5,0,0,0,0,0,68.25,0,68.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7454,Castanopsis sp.,Castanopsis,Trees,901100,1,0,1,0,2,685,0,685,0,256.875,0,256.875,0,137,????,10,1370,3000,0.375,513.75,20,Stable,,NA,NA,1,0,0,0,0,0,1,1370,0,0,0,0,0,513.8,0,0,0,0,0,256.9,0,256.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7485,Castanopsis sp.,Castanopsis,Trees,901011,1,1,1,0,3,110,110,110,0,41.25,41.25,41.25,0,33,????,10,330,3000,0.375,123.75,0,Increase,10,10,NA,1,0,0,0,0,0,1,330,0,0,0,0,0,123.8,0,0,0,0,0,41.26666667,41.26666667,41.26666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7622,Castanopsis sp.,Castanopsis,Trees,901002,1,0,1,0,2,100,0,100,0,25,0,25,0,20,????,10,200,2000,0.25,50,30,Stable,,NA,NA,1,0,0,0,0,0,1,200,0,0,0,0,0,50,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,Castanopsis sp.,Castanopsis,Trees,907053,0,0,1,0,1,0,0,280,0,0,0,0,0,70,kg,4,280,0,0,0,180,NA,40,40,NA,1,1,0,0,0,0,2,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,Castanopsis sp.,Castanopsis,Trees,904040,0,0,1,0,1,0,0,165,0,0,0,0,0,33,kg,5,165,0,0,0,10,NA,5,5,NA,1,1,0,0,0,0,2,82.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8148,Castanopsis sp.,Castanopsis,Trees,904042,1,1,1,0,3,360,360,360,0,90,90,90,0,36,kg,30,1080,2000,0.25,270,60,NA,30,30,NA,1,1,0,0,0,0,2,540,540,0,0,0,0,135,135,0,0,0,0,45,45,45,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8171,Castanopsis sp.,Castanopsis,Trees,904995,0,0,1,0,1,0,0,20,0,0,0,0,0,10,kg,2,20,0,0,0,40,NA,,NA,NA,1,1,0,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8232,Castanopsis sp.,Castanopsis,Trees,904039,1,0,1,0,2,490,0,490,0,183.75,0,183.75,0,49,kg,20,980,3000,0.375,367.5,15,NA,10,10,NA,1,1,0,0,0,0,2,490,490,0,0,0,0,183.8,183.8,0,0,0,0,91.9,0,91.9,0,91.9,0,91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8271,Castanopsis sp.,Castanopsis,Trees,904041,1,0,1,0,2,237,0,237,0,59.25,0,59.25,0,79,kg,6,474,2000,0.25,118.5,30,NA,10,10,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8968,Castanopsis sp.,Castanopsis,Trees,902073,1,0,1,0,2,72,0,72,0,9,0,9,0,48,kg,3,144,1000,0.125,18,30,NA,,NA,NA,1,1,0,0,0,0,2,72,72,0,0,0,0,9,9,0,0,0,0,4.5,0,4.5,0,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9025,Castanopsis sp.,Castanopsis,Trees,902067,1,0,1,0,2,163.5,0,163.5,0,20.4375,0,20.4375,0,109,kg,3,327,1000,0.125,40.875,30,NA,,NA,NA,1,1,0,0,0,0,2,163.5,163.5,0,0,0,0,20.4,20.4,0,0,0,0,10.2,0,10.2,0,10.2,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Castanopsis sp.,Castanopsis,Trees,207002,0,0,1,0,1,0,0,1000,0,0,0,0,0,50,kg,20,1000,0,0,0,20,NA,60,60,NA,1,1,0,0,0,0,2,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9139,Castanopsis sp.,Castanopsis,Trees,207025,0,0,1,0,1,0,0,350,0,0,0,0,0,70,kg,5,350,0,0,0,30,NA,10,10,NA,1,1,0,0,0,0,2,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9184,Castanopsis sp.,Castanopsis,Trees,207003,0,0,1,0,1,0,0,150,0,0,0,0,0,50,kg,3,150,0,0,0,120,NA,80,80,NA,1,1,0,0,0,0,2,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9238,Castanopsis sp.,Castanopsis,Trees,207056,0,0,1,0,1,0,0,25,0,0,0,0,0,50,kg,0.5,25,0,0,0,60,NA,60,60,NA,1,1,0,0,0,0,2,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9278,Castanopsis sp.,Castanopsis,Trees,207001,1,0,1,0,2,500,0,500,0,312.5,0,312.5,0,50,kg,20,1000,5000,0.625,625,20,NA,60,60,NA,1,1,0,0,0,0,2,500,500,0,0,0,0,312.5,312.5,0,0,0,0,156.25,0,156.25,0,156.25,0,156.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9304,Castanopsis sp.,Castanopsis,Trees,207008,0,0,1,0,1,0,0,60,0,0,0,0,0,30,kg,2,60,0,0,0,120,NA,40,40,NA,1,1,0,0,0,0,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9445,Castanopsis sp.,Castanopsis,Trees,605053,0,0,1,0,1,0,0,10,0,0,0,0,0,10,NA,1,10,0,0,0,30,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9506,Castanopsis sp.,Castanopsis,Trees,605057,0,0,1,0,1,0,0,132,0,0,0,0,0,132,kg,1,132,0,0,0,20,NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9507,Castanopsis sp.,Castanopsis,Trees,605057,0,0,1,0,1,0,0,1320,0,0,0,0,0,132,kg,10,1320,0,0,0,20,NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9552,Castanopsis sp.,Castanopsis,Trees,605056,1,0,1,0,2,740,0,740,0,925,0,925,0,74,kg,20,1480,10000,1.25,1850,20,NA,30,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9672,Castanopsis sp.,Castanopsis,Trees,605045,1,0,1,0,2,188,0,188,0,117.5,0,117.5,0,188,kg,2,376,5000,0.625,235,120,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9768,Castanopsis sp.,Castanopsis,Trees,605046,0,0,1,0,1,0,0,800,0,0,0,300,0,40,kg,20,800,3000,0.375,300,120,NA,70,70,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9781,Castanopsis sp.,Castanopsis,Trees,605046,0,0,1,0,1,0,0,500,0,0,0,0,0,50,kg,10,500,0,0,0,60,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9928,Castanopsis sp.,Castanopsis,Trees,701138,0,0,1,0,1,0,0,68,0,0,0,42.5,0,34,kg,2,68,5000,0.625,42.5,20,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11321,Castanopsis sp.,Castanopsis,Trees,605031,0,0,1,0,1,0,0,395,0,0,0,0,0,79,Kg,5,395,0,0,0,30,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11421,Castanopsis sp.,Castanopsis,Trees,605024,1,0,1,0,2,350,0,350,0,218.75,0,218.75,0,140,Kg,5,700,5000,0.625,437.5,150,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11644,Castanopsis sp.,Castanopsis,Trees,605023,1,0,1,0,2,260,0,260,0,32.5,0,32.5,0,104,Kg,5,520,1000,0.125,65,30,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3417,Castanopsis indica,Castanopsis,Trees,609076,0,0,1,0,1,0,0,126,0,0,0,0,0,42,????,3,126,0,0,0,30,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4731,Castanopsis indica,Castanopsis,Trees,906005,0,1,1,1,3,0,80,80,80,0,0,0,0,80,????,3,240,0,0,0,30,Stable,0,0,NA,1,0,0,0,0,0,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8877,Castanopsis echinocarpa,Castanopsis,Trees,902116,0,0,1,0,1,0,0,380,0,0,0,0,0,76,kg,5,380,0,0,0,30,NA,50,50,NA,1,0,1,0,0,1,3,126.7,0,126.7,0,0,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8878,Castanopsis ceratacantha,Castanopsis,Trees,902116,0,0,1,0,1,0,0,380,0,0,0,0,0,76,kg,5,380,0,0,0,30,NA,50,50,NA,1,0,0,0,0,1,2,190,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,Castanopsis acuminatissima,Castanopsis,Trees,609076,0,0,1,0,1,0,0,42,0,0,0,0,0,42,????,1,42,0,0,0,30,Stable,0,0,NA,1,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034,Castanopsis acuminatissima,Castanopsis,Trees,609094,1,0,1,0,2,155,0,155,0,38.75,0,38.75,0,62,????,5,310,2000,0.25,77.5,30,Increase,30,30,NA,1,0,0,0,0,0,1,310,0,0,0,0,0,77.5,0,0,0,0,0,38.75,0,38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,Castanopsis acuminatissima,Castanopsis,Trees,605095,0,0,1,0,1,0,0,104,0,0,0,0,0,52,????,2,104,0,0,0,10,Decrease,50,-50,NA,1,0,0,0,0,0,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6379,Castanopsis acuminatissima,Castanopsis,Trees,612003,0,0,1,0,1,0,0,81,0,0,0,0,0,27,????,3,81,0,0,0,30,Decrease,30,-30,NA,1,0,0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7252,Castanea indica,Castanea,Trees,906034,1,1,0,0,2,2000,2000,0,0,750,750,0,0,20,????????,200,4000,3000,0.375,1500,40,Increase,0,0,NA,1,0,0,0,0,0,1,4000,0,0,0,0,0,1500,0,0,0,0,0,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7265,Castanea indica,Castanea,Trees,906017,1,0,1,0,2,100,0,100,0,37.5,0,37.5,0,10,????,20,200,3000,0.375,75,60,Stable,30,30,NA,1,0,0,0,0,0,1,200,0,0,0,0,0,75,0,0,0,0,0,37.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7297,Castanea indica,Castanea,Trees,906019,0,0,1,0,1,0,0,1440,0,0,0,0,0,144,????????,10,1440,0,0,0,80,Stable,50,50,NA,0,1,0,0,0,0,1,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7372,Castanea indica,Castanea,Trees,906039,1,0,1,0,2,100,0,100,0,37.5,0,37.5,0,10,????,20,200,3000,0.375,75,60,Stable,30,30,NA,1,0,0,0,0,0,1,200,0,0,0,0,0,75,0,0,0,0,0,37.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
